otomoto_id,title,subtitle,href,year,mileage,engine,fuel_type,price,price_currency,price_details,location_city,location_region
6078148901,"Suzuki SX4","1.6 vvt / Klima / Handsfree / Grz.Fotele / Navi / Potwierdzony Sedici",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-vvt-klima-handsfree-grz-fotele-navi-potwierdzony-sedici-ID6DlibH.html#eef0fde274,2007,193000,16003,Benzyna,15900,PLN,"Do negocjacji","Ostrów Wielkopolski",Wielkopolskie
6078148034,"Suzuki SX4","Ladny SX 4",https://www.otomoto.pl/oferta/suzuki-sx4-ladny-sx-4-ID6DlhXI.html#eef0fde274,2007,195000,19003,Diesel,16000,PLN,"Do negocjacji","Włocławek",Kujawsko-pomorskie
6069653767,"Suzuki SX4 I","Salon polska 2.0 DDiS 135km, 4x4, pełen serwis udokumentowany",https://www.otomoto.pl/oferta/suzuki-sx4-salon-polska-2-0-ddis-135km-4x4-pelen-serwis-udokumentowany-ID6CLEdp.html#eef0fde274,2011,144000,19563,Diesel,20900,PLN,"Do negocjacji","Mosina",Wielkopolskie
6074352068,"Suzuki SX4","1,6 120KM. 4X4. Comfort Klimatronik Kolorowa nawigacja. Lift.",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-120km-4x4-comfort-klimatronik-kolorowa-nawigacja-lift-ID6D5mss.html#eef0fde274,2012,201000,15863,Benzyna,26900,PLN,"","Lublin",Lubelskie
6078146969,"Suzuki SX4","Suzuki SX4 1.6 benzyna 2007 ROK!",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-1-6-benzyna-2007-rok-ID6DlhGx.html#eef0fde274,2007,160000,15863,Benzyna,22700,PLN,"Do negocjacji","Osielec",Małopolskie
6078146490,"Suzuki SX4 1.6","Salon PL Klima 4x4",https://www.otomoto.pl/oferta/suzuki-sx4-salon-pl-klima-4x4-ID6DlhyO.html#eef0fde274,2010,99750,15863,Benzyna,26900,PLN,"Do negocjacji","Sokołów Podlaski",Mazowieckie
6077788211,"Suzuki SX4","Suzuki Sx4 2.0 DDIS 4x4 STYLE",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-2-0-ddis-4x4-style-ID6DjMm7.html#eef0fde274,2013,179000,19563,Diesel,26900,PLN,"","Paczków",Opolskie
6078145930,"Suzuki SX4 1.6","1,6 Benz. 120 KM, Tylko 117 Tyś Km. Jak Nowy !!!",https://www.otomoto.pl/oferta/suzuki-sx4-1-6-benz-120-km-tylko-117-tys-km-jak-nowy-ID6DlhpM.html#eef0fde274,2012,117000,15863,Benzyna,25900,PLN,"Do negocjacji","Kościerzyna",Pomorskie
6077787236,"Suzuki SX4 1.6","Suzuki Sx4",https://www.otomoto.pl/oferta/suzuki-sx4-suzuki-sx4-ID6DjM6o.html#eef0fde274,2009,225000,15603,Diesel,14600,PLN,"Do negocjacji","Ambrożów",Świętokrzyskie
6077253748,"Suzuki SX4 1.6","4X4, klima, p.fotele, wielofunkcja, el.szyby, ESP, po opłatach",https://www.otomoto.pl/oferta/suzuki-sx4-4x4-klima-p-fotele-wielofunkcja-el-szyby-esp-po-oplatach-ID6DhxjK.html#eef0fde274,2009,170000,15863,Benzyna,22700,PLN,"Do negocjacji","Racibórz",Śląskie
